DATE,TOTAL,GINI,DOW
2009-08-31,"[4537, 1532, 822, 643, 446]",0.4546867167919799,0
2009-09-01,"[3387, 1165, 683, 533, 321]",0.4443422565281655,1
2009-09-02,"[3836, 1229, 625, 557, 386]",0.456625961103573,2
2009-09-03,"[4620, 1615, 677, 660, 446]",0.4641057620354203,3
2009-09-04,"[3673, 1199, 551, 542, 333]",0.4659892029215625,4
2009-09-05,"[3288, 1075, 524, 494, 339]",0.4530769230769231,5
2009-09-06,"[3140, 1125, 547, 516, 332]",0.4399293286219081,6
2009-09-07,"[3993, 1360, 614, 584, 395]",0.459084365102217,0
2009-09-08,"[5079, 1783, 796, 731, 457]",0.4655663576757856,1
2009-09-09,"[4371, 1422, 614, 600, 404]",0.4725947915261098,2
2009-09-10,"[4532, 1498, 667, 665, 416]",0.4661866803805606,3
2009-09-11,"[5083, 1721, 711, 671, 453]",0.4773700659798587,4
2009-09-12,"[12025, 3827, 1512, 1117, 816]",0.5208685287868581,5
2009-09-13,"[5563, 2021, 733, 687, 428]",0.4921119592875318,6
2009-09-14,"[6538, 2334, 881, 762, 536]",0.4913944439417247,0
2009-09-15,"[4012, 1421, 631, 602, 366]",0.4613765642775881,1
2009-09-16,"[3827, 1307, 574, 570, 370]",0.4603489771359808,2
2009-09-17,"[4415, 1578, 688, 596, 397]",0.4700547302580141,3
2009-09-18,"[3723, 1323, 615, 566, 356]",0.4551724137931034,4
2009-09-19,"[3492, 1060, 516, 483, 313]",0.4730559345156889,5
2009-09-20,"[3529, 1291, 519, 505, 363]",0.4587079104237151,6
2009-09-21,"[3041, 1109, 534, 477, 375]",0.4309248554913295,0
2009-09-22,"[4510, 1661, 699, 666, 447]",0.4570211699862207,1
2009-09-23,"[3951, 1397, 650, 611, 381]",0.4535622317596567,2
2009-09-24,"[4122, 1448, 658, 624, 385]",0.4586430841508912,3
2009-09-25,"[3643, 1253, 575, 538, 337]",0.4618342262842735,4
2009-09-26,"[3160, 1054, 537, 470, 308]",0.4549104720564297,5
2009-09-27,"[3269, 1169, 484, 439, 322]",0.4662326236142882,6
2009-09-28,"[4367, 1435, 656, 622, 372]",0.472517444981213,0
2009-09-29,"[4143, 1411, 652, 558, 384]",0.4684387241186346,1
2009-09-30,"[3757, 1324, 616, 603, 335]",0.4560663149962321,2
2009-10-01,"[3826, 1321, 630, 544, 358]",0.4619254379398113,3
2009-10-02,"[3532, 1280, 544, 534, 390]",0.4477707006369426,4
2009-10-03,"[3353, 1165, 532, 480, 330]",0.4594539249146758,5
2009-10-04,"[3655, 1272, 592, 530, 363]",0.4570180910792265,6
2009-10-05,"[4579, 1629, 711, 658, 394]",0.4687492159076653,0
2009-10-06,"[3827, 1292, 588, 552, 370]",0.4618494493890481,1
2009-10-07,"[3670, 1174, 633, 570, 345]",0.4539424280350438,2
2009-10-08,"[3966, 1217, 585, 571, 337]",0.4735769922109047,3
2009-10-09,"[3774, 1203, 579, 564, 373]",0.4584013553057138,4
2009-10-10,"[2333, 822, 447, 399, 307]",0.415506035283194,5
2009-10-11,"[4365, 1469, 724, 604, 392]",0.4665607625099285,6
2009-10-12,"[4666, 1631, 703, 612, 412]",0.4749252243270189,0
2009-10-13,"[3982, 1286, 619, 617, 363]",0.4605795835153632,1
2009-10-14,"[4189, 1565, 619, 609, 377]",0.4663677130044843,2
2009-10-15,"[4468, 1647, 717, 581, 467]",0.4603045685279188,3
2009-10-16,"[3921, 1360, 641, 597, 380]",0.4548485287722859,4
2009-10-17,"[3573, 1178, 564, 546, 340]",0.4578616352201258,5
2009-10-18,"[3775, 1290, 562, 515, 344]",0.4709836571076164,6
2009-10-19,"[4599, 1622, 641, 622, 452]",0.4684475806451613,0
2009-10-20,"[3885, 1361, 612, 590, 376]",0.4565650644783118,1
2009-10-21,"[3942, 1338, 594, 530, 374]",0.4688108586603718,2
2009-10-22,"[4316, 1560, 647, 584, 377]",0.4732228754676644,3
2009-10-23,"[3949, 1336, 572, 553, 399]",0.4630929651931267,4
2009-10-24,"[3524, 1251, 534, 526, 340]",0.4594655870445344,5
2009-10-25,"[2945, 1080, 495, 482, 316]",0.4404663407295976,6
2009-10-26,"[5051, 1846, 829, 668, 468]",0.4668923493568043,0
2009-10-27,"[4093, 1412, 619, 591, 430]",0.4560951714485654,1
2009-10-28,"[4042, 1298, 610, 589, 436]",0.4542508960573476,2
2009-10-29,"[2778, 1058, 485, 437, 353]",0.4281745255331637,3
2009-10-30,"[3680, 1242, 568, 537, 328]",0.4663414634146341,4
2009-10-31,"[2237, 826, 387, 372, 227]",0.441985675475426,5
2009-11-01,"[5222, 1811, 724, 676, 512]",0.4719955282280603,6
2009-11-02,"[4645, 1500, 734, 667, 433]",0.4640681789697957,0
2009-11-03,"[3646, 1199, 569, 567, 346]",0.4572151098466887,1
2009-11-04,"[4386, 1501, 695, 653, 386]",0.4644009972444561,2
2009-11-05,"[4240, 1401, 663, 583, 417]",0.463526834611172,3
2009-11-06,"[2570, 868, 471, 429, 300]",0.429409228115567,4
2009-11-07,"[3374, 1193, 521, 501, 345]",0.455005055611729,5
2009-11-08,"[3676, 1237, 542, 533, 355]",0.4632508276840612,6
2009-11-09,"[4559, 1444, 657, 602, 416]",0.4755405053399323,0
2009-11-10,"[3463, 1110, 656, 571, 358]",0.4383890873660279,1
2009-11-11,"[4414, 1414, 725, 677, 395]",0.460327868852459,2
2009-11-12,"[3778, 1264, 618, 608, 376]",0.4491270319084888,3
2009-11-13,"[3899, 1242, 606, 577, 353]",0.4646997154410662,4
2009-11-14,"[3766, 1184, 593, 565, 352]",0.4611145510835913,5
2009-11-15,"[3858, 1335, 566, 559, 354]",0.4666666666666667,6
2009-11-16,"[4621, 1554, 714, 699, 433]",0.4603416032913602,0
2009-11-17,"[4181, 1444, 643, 626, 382]",0.462671797691039,1
2009-11-18,"[4181, 1385, 677, 647, 449]",0.4470363809783349,2
2009-11-19,"[4261, 1368, 661, 650, 432]",0.4544763971785133,3
2009-11-20,"[3587, 1203, 632, 549, 367]",0.4477122120542758,4
2009-11-21,"[3523, 1124, 575, 564, 341]",0.4520319895544311,5
2009-11-22,"[3505, 1180, 634, 543, 354]",0.4465250965250965,6
2009-11-23,"[3609, 1198, 608, 538, 383]",0.448989898989899,0
2009-11-24,"[5292, 1884, 758, 750, 479]",0.469715158790789,1
2009-11-25,"[2731, 816, 481, 411, 326]",0.4377754459601259,2
2009-11-26,"[1946, 712, 391, 286, 227]",0.4339135317237507,3
2009-11-27,"[4655, 1656, 698, 694, 455]",0.4590340769796519,4
2009-11-28,"[2903, 1057, 575, 514, 350]",0.4185219485089831,5
2009-11-29,"[3147, 1198, 604, 555, 380]",0.4199184228416044,6
2009-11-30,"[6498, 2183, 949, 930, 569]",0.4712373079342259,0
2009-12-01,"[4705, 1562, 761, 653, 461]",0.4616556128715303,1
2009-12-02,"[4429, 1492, 711, 669, 467]",0.4504119464469619,2
2009-12-03,"[4400, 1467, 722, 658, 460]",0.4509666536914493,3
2009-12-04,"[3054, 974, 584, 504, 341]",0.432178852849551,4
2009-12-05,"[4982, 1598, 747, 702, 430]",0.4728691334673129,5
2009-12-06,"[4216, 1496, 708, 661, 436]",0.4467207662631369,6
2009-12-07,"[3827, 1345, 704, 608, 432]",0.4353383458646616,0
2009-12-08,"[5367, 1799, 872, 732, 481]",0.4686628472597557,1
2009-12-09,"[4651, 1550, 762, 698, 444]",0.4572979642196175,2
2009-12-10,"[4129, 1480, 690, 689, 358]",0.4537435338959978,3
2009-12-11,"[3610, 1224, 587, 567, 377]",0.4476355066771406,4
2009-12-12,"[4712, 1474, 708, 666, 414]",0.471733132681214,5
2009-12-13,"[3962, 1314, 698, 599, 436]",0.4432586674275931,6
2009-12-14,"[3628, 1260, 709, 625, 412]",0.4261079288513717,0
2009-12-15,"[5602, 1852, 843, 793, 514]",0.4679300291545189,1
2009-12-16,"[4718, 1600, 796, 747, 453]",0.4514313206639403,2
2009-12-17,"[4429, 1601, 719, 675, 423]",0.4556136102969287,3
2009-12-18,"[2632, 944, 562, 469, 341]",0.4088116410670978,4
2009-12-19,"[4387, 1443, 701, 645, 449]",0.4550295081967213,5
2009-12-20,"[2868, 954, 625, 499, 320]",0.4216483099126471,6
2009-12-21,"[4283, 1488, 742, 707, 442]",0.4418167580266248,0
2009-12-22,"[3275, 1206, 601, 555, 392]",0.4257422458119091,1
2009-12-23,"[5566, 1786, 765, 751, 459]",0.4824273614238232,2
2009-12-24,"[3379, 1042, 589, 469, 323]",0.4608755601516717,3
2009-12-25,"[3388, 1213, 746, 526, 396]",0.4256500239272611,4
2009-12-26,"[4855, 1651, 1022, 854, 555]",0.4205885643952109,5
2009-12-27,"[3885, 1457, 862, 725, 526]",0.3997317236753856,6
2009-12-28,"[8322, 2987, 1229, 1166, 805]",0.4646770969742918,0
2009-12-29,"[4564, 1690, 907, 739, 589]",0.4194133584638945,1
2009-12-30,"[6397, 2227, 1020, 965, 634]",0.4549675353553322,2
2009-12-31,"[3527, 1255, 727, 573, 396]",0.4287743130595863,3
2010-01-01,"[3243, 1174, 759, 600, 431]",0.3994200096665055,4
2010-01-02,"[3161, 1190, 718, 559, 471]",0.394228562059354,5
2010-01-03,"[3226, 1190, 721, 614, 482]",0.3891545002406546,6
2010-01-04,"[3736, 1313, 782, 594, 461]",0.4222480395004356,0
2010-01-05,"[3570, 1292, 733, 635, 450]",0.4129940119760479,1
2010-01-06,"[3431, 1172, 751, 541, 368]",0.4315503752195433,2
2010-01-07,"[9866, 3174, 1344, 1112, 759]",0.4989480159950784,3
2010-01-08,"[4187, 1351, 807, 612, 419]",0.4487527114967461,4
2010-01-09,"[8635, 2618, 1128, 1027, 693]",0.4957095241472236,5
2010-01-10,"[4574, 1550, 782, 708, 474]",0.4471810089020772,6
2010-01-11,"[3963, 1385, 774, 648, 450]",0.4300831024930747,0
2010-01-12,"[3553, 1286, 684, 601, 429]",0.4231954829848924,1
2010-01-13,"[3053, 1081, 685, 522, 397]",0.409271523178808,2
2010-01-14,"[2970, 1067, 661, 510, 367]",0.4134887892376682,3
