DATE,TOTAL,GINI,DOW
2009-01-15,"[2146, 900, 553, 448, 325, 271, 266, 243, 109, 95, 81, 71, 67, 58, 53, 47, 36, 33, 30, 13, 10, 9, 7, 5, 4, 4, 3, 1, 0]",0.7487350074962518,3
2009-01-16,"[1935, 711, 392, 367, 243, 229, 195, 172, 106, 84, 77, 56, 48, 44, 44, 41, 28, 24, 23, 23, 9, 7, 5, 4, 3, 2, 1, 0, 0]",0.7554929697064047,4
2009-01-17,"[2252, 1089, 517, 504, 482, 439, 308, 307, 158, 132, 112, 85, 82, 75, 63, 58, 46, 42, 40, 17, 16, 14, 9, 9, 8, 6, 6, 1, 0]",0.7247346226552276,5
2009-01-18,"[3306, 1919, 964, 801, 735, 647, 627, 492, 330, 221, 209, 161, 145, 124, 116, 74, 71, 61, 59, 25, 25, 17, 16, 16, 13, 11, 9, 4, 0]",0.7165626866866621,6
2009-01-19,"[3613, 2197, 983, 932, 692, 687, 599, 586, 351, 226, 217, 171, 139, 134, 100, 92, 70, 59, 50, 30, 26, 24, 23, 22, 13, 12, 10, 1, 1]",0.7224967118430834,0
2009-01-20,"[2385, 1328, 702, 536, 533, 375, 350, 299, 179, 142, 120, 103, 100, 86, 82, 60, 59, 55, 40, 19, 14, 13, 12, 10, 7, 6, 5, 2, 0]",0.7261194907662935,1
2009-01-21,"[2612, 1260, 693, 543, 451, 409, 404, 341, 210, 152, 141, 104, 97, 73, 68, 54, 51, 41, 39, 19, 19, 18, 14, 12, 9, 5, 4, 2, 0]",0.7296630843278169,2
2009-01-22,"[2435, 973, 537, 505, 326, 289, 257, 220, 152, 106, 76, 68, 66, 65, 63, 49, 39, 38, 31, 18, 12, 10, 8, 7, 7, 3, 2, 1, 0]",0.7530388506830978,3
2009-01-23,"[2192, 948, 478, 467, 339, 247, 225, 198, 113, 110, 110, 98, 82, 70, 51, 49, 35, 31, 29, 22, 13, 10, 8, 8, 4, 4, 4, 2, 0]",0.7421881794935726,4
2009-01-24,"[2194, 916, 621, 504, 343, 246, 231, 211, 143, 127, 113, 80, 72, 71, 60, 48, 47, 43, 27, 25, 14, 10, 9, 7, 4, 4, 4, 1, 0]",0.7376909116292055,5
2009-01-25,"[2341, 1040, 593, 440, 403, 270, 244, 241, 120, 119, 119, 73, 65, 60, 59, 51, 48, 35, 32, 25, 14, 12, 10, 8, 7, 4, 3, 1, 1]",0.7450054096903087,6
2009-01-26,"[2740, 1307, 571, 508, 382, 283, 271, 249, 185, 154, 132, 91, 86, 70, 63, 59, 47, 42, 25, 24, 15, 15, 8, 7, 6, 5, 4, 1, 0]",0.7505981703026038,0
2009-01-27,"[2843, 1298, 670, 579, 425, 376, 299, 243, 182, 172, 161, 129, 76, 73, 72, 58, 49, 46, 29, 21, 19, 14, 13, 12, 9, 4, 1, 1, 0]",0.7438010738090441,1
2009-01-28,"[2757, 1167, 603, 548, 421, 294, 267, 253, 152, 131, 131, 93, 80, 75, 65, 64, 53, 47, 34, 15, 11, 10, 9, 8, 7, 3, 3, 2, 1]",0.7498961362692148,2
2009-01-29,"[2451, 1189, 604, 559, 368, 283, 275, 220, 169, 167, 102, 84, 73, 72, 71, 56, 48, 44, 41, 25, 14, 14, 12, 10, 7, 5, 4, 1, 0]",0.7396868442931233,3
2009-01-30,"[2553, 1201, 661, 507, 429, 325, 280, 236, 201, 162, 126, 106, 101, 92, 64, 58, 52, 42, 39, 27, 27, 25, 12, 6, 6, 5, 3, 2, 1]",0.7305333589838636,4
2009-01-31,"[2412, 1266, 633, 526, 405, 267, 264, 239, 182, 135, 124, 93, 92, 88, 85, 64, 51, 46, 35, 32, 18, 18, 14, 9, 9, 6, 2, 2, 1]",0.7306294871670655,5
2009-02-01,"[2348, 929, 593, 441, 329, 253, 236, 172, 169, 131, 122, 93, 80, 78, 70, 59, 54, 33, 28, 20, 19, 16, 11, 10, 8, 7, 6, 2, 0]",0.7326917513223759,6
2009-02-02,"[2938, 1418, 724, 534, 516, 345, 294, 277, 212, 179, 142, 137, 114, 109, 97, 79, 78, 47, 37, 23, 19, 11, 9, 9, 8, 7, 3, 3, 0]",0.7330171692741273,0
2009-02-03,"[2619, 1169, 629, 571, 390, 293, 214, 213, 145, 137, 133, 116, 105, 87, 79, 56, 56, 46, 28, 16, 13, 13, 5, 4, 4, 3, 3, 2, 0]",0.7455684662914032,1
2009-02-04,"[2643, 1079, 611, 486, 347, 296, 263, 221, 199, 147, 120, 99, 72, 72, 69, 63, 51, 43, 27, 18, 14, 10, 8, 8, 8, 8, 4, 0, 0]",0.744503785896917,2
2009-02-05,"[2854, 1303, 577, 535, 398, 380, 289, 204, 183, 155, 139, 116, 106, 99, 81, 62, 60, 57, 47, 17, 16, 10, 10, 9, 7, 6, 5, 1, 0]",0.7388397439902881,3
2009-02-06,"[2780, 1303, 600, 453, 412, 354, 247, 218, 202, 136, 127, 123, 116, 100, 57, 53, 49, 43, 28, 26, 21, 16, 16, 11, 10, 6, 6, 1, 0]",0.740805668499261,4
2009-02-07,"[2505, 1079, 562, 442, 311, 269, 187, 166, 153, 143, 119, 105, 82, 77, 71, 54, 47, 36, 31, 21, 16, 15, 14, 8, 6, 5, 5, 0, 0]",0.7448149106638288,5
2009-02-08,"[2930, 1232, 637, 503, 423, 314, 266, 223, 214, 175, 149, 133, 110, 95, 75, 63, 51, 40, 33, 31, 22, 13, 11, 10, 7, 6, 4, 0, 0]",0.7390937735765323,6
2009-02-09,"[3123, 1283, 627, 526, 398, 328, 314, 239, 194, 190, 134, 114, 90, 80, 72, 65, 47, 46, 37, 35, 20, 19, 12, 11, 9, 7, 6, 0, 0]",0.7456198389716181,0
2009-02-10,"[2664, 973, 499, 490, 324, 304, 235, 198, 136, 136, 96, 93, 88, 85, 60, 50, 42, 39, 23, 22, 18, 16, 11, 10, 9, 7, 2, 1, 1]",0.747847427311676,1
2009-02-11,"[2532, 1042, 576, 512, 406, 297, 238, 178, 158, 149, 145, 121, 95, 92, 63, 61, 54, 50, 36, 27, 17, 14, 13, 8, 7, 6, 3, 1, 0]",0.7313282932508532,2
2009-02-12,"[2719, 1245, 673, 514, 382, 379, 306, 207, 185, 168, 139, 117, 103, 90, 73, 63, 49, 46, 24, 22, 21, 13, 12, 9, 4, 4, 4, 3, 1]",0.7390736315010812,3
2009-02-13,"[2459, 942, 544, 500, 296, 292, 256, 168, 150, 127, 126, 92, 88, 82, 72, 50, 44, 38, 28, 18, 12, 12, 7, 7, 6, 5, 4, 3, 1]",0.7416823552759318,4
2009-02-14,"[2369, 1021, 512, 472, 377, 274, 221, 188, 147, 127, 106, 106, 98, 69, 69, 48, 48, 44, 31, 21, 14, 14, 10, 9, 4, 4, 3, 0, 0]",0.7390808186290869,5
2009-02-15,"[2684, 1159, 601, 442, 392, 290, 263, 189, 165, 164, 134, 98, 94, 87, 66, 60, 45, 35, 35, 21, 19, 11, 10, 8, 7, 7, 5, 2, 0]",0.7439389004214938,6
2009-02-16,"[3240, 1275, 711, 504, 379, 367, 269, 241, 168, 163, 157, 150, 135, 102, 90, 54, 48, 44, 42, 22, 21, 18, 15, 7, 6, 5, 3, 2, 0]",0.7454437384366811,0
2009-02-17,"[2596, 1024, 555, 464, 371, 312, 233, 169, 137, 129, 104, 99, 98, 94, 66, 64, 47, 46, 33, 29, 21, 17, 15, 15, 6, 6, 5, 2, 0]",0.7366052063505024,1
2009-02-18,"[2719, 1240, 579, 506, 392, 310, 257, 178, 161, 148, 141, 109, 106, 97, 72, 70, 56, 48, 25, 21, 17, 15, 15, 12, 8, 5, 4, 1, 0]",0.739983399984909,2
2009-02-19,"[2739, 1176, 567, 496, 349, 288, 284, 180, 162, 158, 119, 107, 103, 63, 63, 61, 53, 50, 43, 17, 13, 12, 11, 7, 7, 4, 2, 0, 0]",0.7473777829335964,3
2009-02-20,"[2687, 1151, 666, 507, 370, 293, 286, 166, 157, 139, 121, 110, 96, 88, 77, 50, 46, 39, 32, 23, 16, 14, 13, 12, 9, 5, 5, 2, 0]",0.7446835078282585,4
2009-02-21,"[2437, 1143, 580, 413, 341, 293, 235, 153, 143, 128, 118, 105, 87, 80, 59, 44, 41, 39, 35, 25, 23, 13, 12, 7, 6, 5, 4, 3, 0]",0.7442126471761076,5
2009-02-22,"[2612, 1093, 636, 455, 400, 250, 240, 182, 177, 144, 135, 99, 88, 84, 57, 52, 51, 51, 33, 19, 17, 15, 11, 11, 11, 5, 3, 2, 0]",0.7418990634496685,6
2009-02-23,"[2237, 845, 511, 357, 278, 206, 174, 127, 119, 112, 91, 83, 76, 73, 60, 42, 38, 38, 24, 21, 18, 9, 9, 8, 7, 6, 6, 3, 0]",0.7467019448325318,0
2009-02-24,"[3337, 1511, 828, 667, 487, 444, 299, 235, 211, 203, 174, 134, 132, 113, 94, 65, 58, 52, 50, 29, 26, 24, 13, 12, 10, 7, 3, 1, 0]",0.7394698355345595,1
2009-02-25,"[2329, 928, 487, 411, 317, 232, 197, 142, 130, 110, 96, 93, 79, 63, 58, 54, 52, 34, 23, 23, 11, 10, 9, 6, 6, 6, 2, 1, 0]",0.7491202782430074,2
2009-02-26,"[2586, 1101, 545, 447, 351, 269, 221, 188, 168, 145, 116, 111, 90, 71, 71, 68, 53, 37, 36, 27, 15, 14, 10, 8, 6, 6, 2, 2, 0]",0.7411448031158874,3
2009-02-27,"[2544, 1064, 610, 464, 322, 316, 274, 174, 158, 133, 118, 110, 93, 93, 67, 53, 51, 35, 33, 30, 12, 9, 8, 6, 6, 3, 2, 2, 0]",0.7424914935757453,4
2009-02-28,"[2421, 904, 520, 445, 344, 251, 249, 151, 147, 132, 111, 105, 85, 66, 65, 49, 38, 30, 30, 29, 15, 10, 8, 7, 6, 4, 4, 3, 0]",0.7429985440736045,5
2009-03-01,"[2629, 875, 536, 398, 290, 202, 188, 140, 136, 126, 116, 108, 82, 70, 61, 54, 34, 28, 26, 21, 16, 16, 14, 7, 5, 2, 2, 2, 0]",0.7554646027568364,6
2009-03-02,"[3121, 1174, 712, 483, 384, 359, 240, 201, 196, 174, 118, 116, 101, 90, 82, 45, 44, 40, 30, 28, 28, 23, 12, 12, 11, 11, 6, 0, 0]",0.7477934288817841,0
2009-03-03,"[2795, 1120, 609, 499, 398, 309, 281, 208, 167, 134, 131, 127, 99, 97, 73, 73, 58, 46, 36, 28, 21, 17, 16, 10, 7, 6, 5, 3, 0]",0.734413072861372,1
2009-03-04,"[2690, 1082, 593, 537, 388, 260, 245, 195, 168, 147, 127, 123, 108, 100, 83, 50, 45, 38, 27, 25, 18, 17, 16, 10, 8, 8, 5, 1, 0]",0.7373222300854071,2
2009-03-05,"[2459, 990, 529, 436, 336, 239, 202, 156, 140, 124, 94, 83, 81, 70, 62, 53, 52, 37, 25, 19, 10, 8, 7, 7, 5, 3, 2, 0, 0]",0.7547677437569544,3
2009-03-06,"[1715, 620, 373, 362, 192, 177, 155, 103, 91, 86, 70, 66, 61, 52, 48, 36, 36, 24, 22, 21, 15, 7, 5, 4, 4, 3, 2, 0, 0]",0.7442726912405866,4
2009-03-07,"[2321, 925, 560, 463, 342, 259, 201, 164, 143, 124, 111, 110, 81, 71, 69, 53, 42, 42, 20, 19, 15, 12, 9, 8, 7, 3, 1, 1, 0]",0.7419153117741647,5
2009-03-08,"[2359, 1033, 542, 409, 320, 255, 246, 123, 121, 114, 109, 97, 83, 80, 69, 52, 47, 35, 31, 24, 21, 11, 10, 8, 4, 1, 1, 0, 0]",0.7462057851010031,6
2009-03-09,"[2242, 727, 462, 382, 219, 189, 181, 112, 106, 101, 77, 68, 65, 54, 53, 35, 31, 27, 23, 22, 20, 12, 8, 4, 4, 2, 2, 1, 1]",0.761495351750511,0
2009-03-10,"[2215, 788, 554, 464, 279, 242, 165, 140, 127, 115, 90, 86, 62, 62, 53, 52, 49, 47, 32, 19, 12, 8, 6, 6, 6, 4, 0, 0, 0]",0.7471405947562908,1
2009-03-11,"[2581, 1127, 528, 527, 355, 329, 226, 172, 169, 143, 114, 113, 103, 99, 51, 45, 45, 45, 29, 17, 14, 11, 11, 10, 6, 5, 4, 2, 0]",0.7443885962846217,2
2009-03-12,"[2368, 906, 528, 498, 285, 243, 214, 154, 137, 115, 99, 90, 80, 74, 61, 51, 39, 38, 29, 25, 20, 7, 7, 7, 6, 5, 4, 1, 0]",0.7463810370303273,3
2009-03-13,"[2402, 907, 607, 462, 326, 294, 238, 183, 151, 137, 132, 102, 100, 92, 55, 49, 46, 37, 32, 23, 14, 13, 13, 8, 8, 7, 4, 0, 0]",0.7337836825145329,4
2009-03-14,"[1811, 677, 448, 435, 225, 182, 161, 120, 104, 103, 90, 75, 67, 53, 49, 42, 42, 33, 15, 14, 8, 8, 7, 4, 2, 2, 1, 0, 0]",0.7453414356028348,5
2009-03-15,"[1960, 536, 400, 384, 206, 156, 134, 90, 86, 85, 76, 71, 57, 42, 42, 41, 40, 35, 26, 13, 10, 8, 7, 7, 3, 1, 1, 0, 0]",0.7562083470109089,6
2009-03-16,"[2522, 878, 554, 458, 304, 287, 255, 163, 147, 128, 103, 89, 88, 87, 64, 55, 46, 41, 34, 30, 15, 14, 7, 6, 6, 5, 4, 0, 0]",0.7410177540337813,0
2009-03-17,"[2361, 883, 520, 484, 349, 255, 215, 152, 128, 117, 106, 99, 75, 62, 51, 47, 47, 38, 31, 24, 18, 13, 11, 7, 6, 3, 2, 0, 0]",0.7455371265874272,1
2009-03-18,"[2443, 941, 503, 482, 298, 289, 259, 146, 124, 118, 107, 102, 97, 86, 68, 53, 43, 37, 36, 24, 14, 11, 9, 9, 7, 6, 4, 2, 1]",0.7393574932742523,2
2009-03-19,"[2826, 1065, 556, 517, 364, 261, 253, 190, 145, 143, 128, 114, 110, 102, 71, 68, 57, 49, 32, 31, 15, 9, 7, 7, 6, 5, 5, 1, 0]",0.7421257845226189,3
2009-03-20,"[2562, 1041, 597, 484, 353, 298, 274, 163, 138, 129, 124, 123, 101, 93, 73, 64, 57, 47, 23, 19, 16, 14, 13, 11, 8, 5, 3, 1, 0]",0.7364798724430585,4
2009-03-21,"[2361, 923, 490, 419, 293, 203, 201, 161, 126, 125, 124, 89, 87, 86, 55, 47, 46, 39, 22, 14, 14, 11, 8, 6, 4, 3, 3, 1, 0]",0.7476528469534733,5
2009-03-22,"[2352, 818, 577, 407, 297, 241, 200, 142, 112, 107, 106, 80, 73, 65, 59, 52, 47, 38, 27, 21, 15, 11, 11, 10, 6, 4, 3, 2, 0]",0.7478473919592983,6
2009-03-23,"[3038, 1179, 572, 556, 409, 285, 284, 190, 162, 152, 132, 122, 106, 90, 81, 74, 57, 53, 29, 23, 20, 20, 11, 8, 7, 6, 4, 4, 0]",0.7440259541847527,0
2009-03-24,"[2357, 815, 517, 477, 215, 186, 161, 133, 107, 103, 83, 75, 70, 51, 48, 48, 40, 40, 37, 30, 12, 12, 12, 7, 5, 4, 2, 1, 0]",0.7570577317573508,1
2009-03-25,"[2427, 1030, 537, 519, 290, 269, 243, 155, 136, 124, 124, 116, 103, 84, 77, 73, 67, 47, 44, 40, 27, 12, 11, 9, 6, 6, 6, 1, 0]",0.7238184037253742,2
2009-03-26,"[2638, 937, 569, 502, 351, 270, 213, 165, 156, 153, 127, 107, 95, 91, 61, 57, 56, 51, 37, 19, 17, 16, 9, 8, 6, 4, 4, 3, 0]",0.7382757594722424,3
2009-03-27,"[2498, 1065, 541, 539, 335, 306, 231, 162, 158, 135, 124, 123, 112, 105, 59, 59, 56, 38, 36, 31, 16, 13, 10, 8, 7, 5, 4, 0, 0]",0.7332675161828767,4
2009-03-28,"[2271, 834, 469, 461, 307, 226, 182, 150, 138, 117, 107, 94, 82, 78, 59, 58, 45, 43, 32, 22, 16, 13, 9, 9, 7, 7, 1, 0, 0]",0.7360417786652331,5
2009-03-29,"[2574, 928, 440, 438, 280, 211, 189, 168, 136, 127, 123, 104, 92, 89, 85, 49, 46, 37, 22, 20, 19, 12, 7, 6, 5, 4, 4, 3, 0]",0.745155887800712,6
2009-03-30,"[3105, 1055, 713, 532, 376, 321, 234, 212, 168, 158, 154, 125, 116, 89, 67, 63, 57, 51, 42, 28, 22, 16, 13, 8, 5, 4, 4, 1, 0]",0.7440594213811816,0
2009-03-31,"[2815, 1091, 590, 544, 362, 332, 250, 202, 176, 146, 146, 133, 130, 88, 70, 64, 63, 52, 32, 30, 22, 17, 13, 7, 6, 5, 2, 0, 0]",0.733855459925695,1
2009-04-01,"[2482, 1053, 545, 502, 323, 308, 229, 183, 151, 140, 117, 108, 104, 89, 80, 49, 49, 47, 46, 23, 20, 18, 17, 10, 7, 6, 5, 4, 0]",0.7292166277248568,2
2009-04-02,"[2652, 1009, 553, 527, 329, 296, 227, 164, 158, 148, 138, 129, 105, 103, 62, 59, 57, 54, 41, 24, 17, 16, 7, 6, 6, 4, 3, 2, 0]",0.7343287462997039,3
2009-04-03,"[2561, 1092, 545, 517, 310, 299, 221, 158, 153, 145, 145, 112, 103, 88, 66, 59, 57, 53, 31, 14, 10, 10, 10, 9, 8, 2, 2, 1, 0]",0.7408021398532412,4
2009-04-04,"[2327, 904, 488, 453, 289, 240, 169, 142, 138, 118, 93, 76, 72, 68, 68, 53, 51, 50, 28, 27, 13, 13, 11, 8, 4, 3, 2, 0, 0]",0.7449513225783859,5
2009-04-05,"[2386, 815, 492, 476, 294, 199, 189, 138, 137, 132, 120, 98, 72, 71, 66, 59, 55, 35, 26, 19, 14, 13, 10, 7, 7, 4, 4, 1, 0]",0.741480918069337,6
2009-04-06,"[3009, 1105, 623, 530, 355, 337, 239, 200, 191, 172, 144, 138, 129, 86, 68, 65, 62, 59, 30, 28, 14, 12, 11, 9, 8, 5, 4, 2, 0]",0.7394259648171985,0
2009-04-07,"[2610, 973, 684, 580, 310, 280, 261, 146, 142, 141, 140, 96, 84, 80, 68, 58, 51, 45, 36, 31, 12, 11, 10, 8, 4, 4, 1, 0, 0]",0.744990307060277,1
2009-04-08,"[2583, 956, 595, 486, 282, 272, 258, 170, 149, 116, 100, 95, 90, 73, 65, 60, 58, 53, 38, 24, 18, 17, 14, 10, 5, 5, 2, 0, 0]",0.7409557277776034,2
2009-04-09,"[2489, 979, 544, 527, 307, 273, 217, 163, 135, 124, 101, 98, 95, 85, 58, 54, 54, 54, 32, 26, 20, 13, 12, 8, 7, 4, 2, 2, 1]",0.7399221425684445,3
2009-04-10,"[2428, 918, 557, 531, 275, 234, 209, 191, 169, 152, 118, 106, 94, 70, 69, 50, 49, 45, 37, 36, 24, 20, 12, 9, 8, 8, 2, 2, 0]",0.7285026333166905,4
2009-04-11,"[2127, 834, 447, 418, 235, 190, 175, 131, 126, 119, 81, 73, 73, 68, 49, 49, 43, 41, 25, 22, 12, 8, 8, 5, 5, 4, 4, 2, 1]",0.746495589414595,5
2009-04-12,"[2203, 926, 545, 441, 237, 217, 209, 155, 145, 130, 115, 102, 64, 64, 62, 59, 56, 50, 30, 22, 16, 12, 10, 6, 5, 3, 3, 0, 0]",0.7362218330277702,6
2009-04-13,"[2881, 1086, 546, 507, 321, 307, 243, 180, 167, 142, 139, 133, 92, 84, 61, 45, 39, 39, 34, 22, 18, 13, 12, 11, 9, 9, 5, 2, 1]",0.7479690484919823,0
2009-04-14,"[2710, 857, 530, 521, 296, 231, 205, 181, 167, 118, 103, 101, 80, 78, 65, 58, 49, 46, 38, 17, 10, 9, 7, 5, 3, 3, 3, 2, 0]",0.7518229180496768,1
2009-04-15,"[2627, 953, 577, 486, 309, 267, 202, 180, 161, 126, 122, 110, 94, 92, 82, 71, 56, 43, 36, 25, 18, 12, 10, 9, 7, 3, 2, 2, 0]",0.7370599345642952,2
2009-04-16,"[2808, 971, 524, 476, 334, 333, 247, 196, 181, 145, 126, 113, 101, 96, 78, 63, 50, 49, 37, 36, 25, 13, 11, 9, 9, 4, 3, 2, 0]",0.7332680250783699,3
2009-04-17,"[2515, 811, 595, 443, 270, 208, 191, 184, 131, 116, 114, 102, 80, 69, 57, 53, 48, 34, 30, 23, 20, 10, 9, 8, 5, 4, 4, 1, 0]",0.7479526740297333,4
2009-04-18,"[2273, 795, 501, 399, 277, 223, 218, 166, 165, 124, 116, 98, 84, 84, 66, 56, 45, 43, 26, 20, 17, 10, 9, 7, 6, 4, 3, 1, 0]",0.7317482451371984,5
2009-04-19,"[2503, 831, 560, 433, 303, 217, 204, 180, 136, 126, 111, 106, 84, 81, 77, 51, 49, 48, 30, 16, 12, 9, 8, 7, 7, 5, 1, 1, 1]",0.7427509417793927,6
2009-04-20,"[3115, 1044, 621, 507, 359, 306, 250, 166, 164, 146, 121, 118, 115, 107, 93, 68, 51, 40, 33, 22, 19, 12, 11, 10, 7, 5, 4, 1, 0]",0.7480395530777526,0
2009-04-21,"[2753, 920, 588, 572, 316, 256, 201, 196, 185, 119, 111, 92, 90, 79, 76, 70, 64, 52, 29, 19, 18, 12, 9, 7, 4, 3, 3, 1, 0]",0.7452104480995441,1
2009-04-22,"[2156, 680, 389, 371, 204, 167, 150, 123, 121, 111, 72, 68, 68, 67, 65, 47, 40, 39, 32, 23, 12, 10, 9, 6, 4, 3, 1, 0, 0]",0.7462320844341626,2
2009-04-23,"[2347, 712, 425, 402, 251, 201, 184, 137, 114, 113, 96, 85, 75, 71, 55, 52, 47, 36, 22, 17, 10, 9, 9, 7, 5, 5, 5, 0, 0]",0.7489891252480096,3
2009-04-24,"[2729, 981, 578, 575, 346, 258, 226, 194, 191, 161, 149, 123, 101, 99, 83, 76, 56, 48, 42, 23, 16, 16, 11, 8, 5, 4, 2, 2, 0]",0.7307063067086758,4
2009-04-25,"[2356, 824, 503, 431, 230, 223, 170, 166, 119, 111, 108, 96, 84, 83, 75, 63, 46, 41, 27, 20, 9, 9, 8, 6, 5, 4, 3, 1, 0]",0.7425907386454513,5
2009-04-26,"[2479, 800, 545, 425, 255, 202, 193, 147, 128, 121, 104, 100, 88, 79, 62, 46, 42, 42, 24, 17, 14, 12, 8, 5, 4, 2, 1, 0, 0]",0.7519271482845624,6
2009-04-27,"[3185, 1083, 589, 489, 360, 289, 240, 191, 182, 150, 131, 107, 104, 91, 86, 65, 62, 52, 28, 28, 15, 13, 11, 8, 7, 6, 2, 1, 0]",0.7506452714236942,0
2009-04-28,"[2640, 842, 543, 510, 320, 263, 175, 165, 149, 147, 114, 99, 94, 75, 73, 63, 52, 50, 27, 18, 17, 14, 11, 7, 5, 4, 3, 2, 0]",0.7423953866941876,1
2009-04-29,"[2579, 919, 489, 480, 296, 280, 168, 146, 133, 115, 108, 78, 76, 58, 58, 55, 49, 39, 31, 30, 15, 15, 14, 7, 6, 4, 4, 0, 0]",0.752641913208463,2
2009-04-30,"[2770, 991, 560, 477, 311, 276, 206, 179, 151, 131, 103, 102, 98, 78, 72, 68, 53, 49, 43, 17, 16, 9, 7, 6, 6, 5, 4, 0, 0]",0.748460772560096,3
2009-05-01,"[2621, 931, 566, 472, 269, 264, 239, 166, 162, 130, 121, 88, 86, 70, 70, 62, 48, 44, 28, 19, 13, 13, 10, 4, 4, 4, 3, 1, 0]",0.7483415636987898,4
2009-05-02,"[2212, 742, 522, 409, 274, 179, 172, 144, 122, 89, 89, 86, 84, 68, 66, 45, 40, 38, 25, 23, 20, 11, 10, 9, 6, 5, 2, 1, 1]",0.742640874684609,5
2009-05-03,"[2673, 822, 559, 510, 292, 217, 173, 161, 143, 119, 98, 95, 83, 79, 75, 59, 50, 40, 25, 18, 13, 13, 12, 11, 7, 7, 2, 2, 0]",0.7501274527882332,6
2009-05-04,"[2953, 997, 629, 570, 317, 309, 249, 210, 204, 142, 115, 112, 105, 104, 93, 61, 60, 49, 27, 26, 22, 12, 11, 8, 7, 5, 2, 2, 1]",0.7402193256249475,0
2009-05-05,"[2759, 839, 552, 498, 282, 266, 190, 171, 125, 118, 89, 89, 78, 73, 67, 50, 50, 34, 32, 21, 19, 7, 7, 7, 4, 3, 3, 1, 1]",0.7593708973019317,1
2009-05-06,"[2107, 505, 381, 345, 196, 157, 128, 101, 94, 72, 71, 70, 53, 49, 44, 43, 33, 32, 29, 25, 14, 11, 9, 7, 5, 4, 3, 0, 0]",0.7551182996121818,2
2009-05-07,"[2844, 1032, 576, 536, 374, 351, 212, 211, 203, 156, 150, 132, 109, 100, 89, 81, 66, 61, 36, 31, 28, 13, 12, 9, 8, 7, 4, 2, 0]",0.7242817445037739,3
2009-05-08,"[2564, 916, 524, 506, 292, 289, 182, 145, 144, 129, 129, 107, 81, 80, 77, 77, 58, 47, 24, 18, 17, 12, 7, 6, 4, 4, 2, 2, 0]",0.7416549369270045,4
